,1,2,3,4,5,6,7,8,9,10,11,12
10,2.8,,0.6,,0.2,,1.8,,24.1,,,
11,,0,,,2.2,,0.1,,6.3,,,
12,0.5,0.2,,,,,,,,,,
13,0.7,0,,,,0,,,,29.5,5.1,
14,,,,1.2,0.9,,0,,,0.1,26.5,
15,0.7,,0,1.2,0.3,,1,,,2.2,,
16,4.3,,0,3.7,0,,0.1,0.3,,0.1,,
17,,1.6,1.6,,,2.5,,31.7,,8,,
18,,7.6,0.9,,,54.5,,,37.2,2.5,48.1,
19,,,0.5,,,,,,34.5,,2.6,
20,,,,,,,16.8,23.6,0.2,,,0
21,6.7,,,,3.3,,23.1,0.9,,,,0.4
22,,0.3,,,,,0,22.4,,,,1.7
23,,2.2,0,,,,0,1.2,,,,0.4
24,,0.8,,,9.8,3.9,75.9,0,,9.4,,
25,,1.2,0.2,,1.8,,51.9,,,0.4,,
26,0,0.4,0,,,,,,,0.2,,1
27,,0.4,0,2.1,1.6,,0.4,0.2,,,,0.4
28,,,,2.4,,,0.3,29.5,,5.3,0.3,
29,,-999,13.3,,0.4,,,10,,0.1,,
30,,-999,,59.8,1.8,0.8,,57.4,,,,
31,,-999,,-999,20,-999,11.2,55.5,-999,,-999,0.6
