,1,2,3,4,5,6,7,8,9,10,11,12
15,124,50,44,10,70,71,240,115,236,604,77,47
16,111,47,38,20,67,66,265,173,309,579,65,42
17,98,45,42,27,61,56,325,243,416,549,62,34
18,80,29,40,32,55,53,481,305,435,513,63,33
19,63,20,40,38,55,54,531,343,431,483,59,32
20,50,37,44,37,60,62,534,332,431,458,61,31
21,39,47,44,32,64,68,536,313,436,434,65,36
22,41,48,46,46,60,79,533,291,411,414,67,46
23,52,45,42,56,54,99,507,269,383,394,64,48
24,54,43,39,61,49,109,472,259,355,377,59,42
25,60,34,40,57,54,127,439,251,331,357,56,31
26,70,32,39,46,60,173,407,252,316,338,57,33
27,75,32,38,45,63,190,375,251,303,318,53,34
28,76,31,43,60,63,185,351,240,289,291,55,34
29,71,,43,66,67,187,328,231,270,267,53,32
30,63,,32,65,69,204,291,238,254,237,45,37
31,56,,26,,64,,245,250,,207,,42
2018,1,2,3,4,5,6,7,8,9,10,11,12
1,56,50,70,21,127,93,125,585,470,152,160,87
2,64,47,65,21,110,95,101,570,463,146,145,81
3,66,47,59,16,106,102,78,554,461,145,136,67
4,69,52,53,12,118,107,64,529,464,139,124,50
5,69,46,38,13,122,115,49,512,449,133,107,41
6,65,30,16,25,125,121,40,485,417,122,90,48
7,61,30,13,27,119,95,36,457,394,113,81,57
8,56,27,17,41,103,66,37,438,368,100,80,67
9,34,36,15,54,86,50,49,418,343,89,79,72
10,10,44,24,46,78,40,107,397,319,84,76,82
11,12,47,34,36,75,47,170,374,293,75,80,84
12,22,44,32,30,73,61,201,354,265,76,85,79
13,29,45,26,26,86,62,207,350,240,87,93,80
14,36,54,19,19,112,58,221,342,219,99,98,82
15,38,56,19,21,108,58,275,334,200,101,101,86
16,37,52,22,21,101,70,318,334,184,97,100,78
17,33,44,23,25,93,98,343,346,165,93,93,63
18,28,40,29,33,80,134,380,380,167,93,84,47
19,29,37,47,34,85,133,421,388,204,93,76,43
20,33,28,47,36,88,125,481,370,228,101,69,45
21,37,23,36,42,90,129,536,341,220,117,60,45
22,34,29,30,44,88,121,614,312,200,112,70,46
23,30,34,24,40,79,94,623,286,178,189,74,51
24,29,40,26,32,66,78,617,262,160,270,78,58
25,31,44,28,32,54,75,594,242,143,280,80,66
26,30,54,23,70,42,87,569,225,130,266,84,74
27,42,62,19,97,34,104,562,202,131,247,89,74
28,53,70,18,143,71,146,584,191,136,233,91,71
29,54,,18,158,93,159,593,264,155,214,89,71
30,49,,18,148,103,150,606,352,158,198,88,69
31,49,,19,,105,,594,446,,179,,55
2019,1,2,3,4,5,6,7,8,9,10,11,12
1,46,59,43,45,127,76,98,117,317,58,85,85
2,52,64,47,75,163,130,119,164,363,50,101,75
3,66,75,60,90,171,159,135,217,361,48,111,58
4,70,76,58,101,166,150,162,427,341,72,107,58
5,64,71,54,113,155,132,194,523,316,108,102,57
6,58,69,50,110,139,126,184,520,285,115,99,53
7,55,71,38,94,127,123,162,494,249,104,97,48
8,56,64,33,81,122,120,132,465,219,99,84,43
9,58,43,45,72,128,117,92,445,195,120,70,43
10,57,38,43,61,120,105,70,438,177,153,61,39
11,54,43,29,56,111,84,55,412,172,160,56,35
12,52,38,26,58,108,67,40,377,168,148,53,32
13,46,39,24,64,103,51,36,344,159,128,49,33
14,41,44,25,69,96,39,38,310,140,122,61,41
15,38,54,29,77,84,36,40,272,119,138,72,49
16,28,70,31,90,72,49,49,232,97,147,86,51
17,25,83,42,88,55,60,56,200,82,143,95,46
18,33,90,54,85,40,84,55,179,76,136,91,47
19,40,92,56,72,44,111,55,157,90,126,82,46
20,47,93,57,55,48,125,58,134,113,118,83,44
21,57,85,53,50,52,123,62,138,129,114,85,40
22,58,69,52,49,57,115,67,157,126,114,89,32
23,67,56,43,44,64,100,61,172,118,113,83,26
24,73,58,33,44,72,83,57,171,110,112,67,27
25,74,49,29,46,73,70,63,165,103,114,52,32
26,65,43,27,45,75,80,83,150,99,106,46,34
27,61,41,26,51,67,82,88,135,92,96,54,29
28,57,43,28,61,55,67,85,135,85,83,66,28
29,54,,29,68,42,52,82,157,75,69,70,34
30,59,,29,87,42,59,83,196,67,67,79,42
31,58,,31,,49,,94,263,,72,,36
