,1,2,3,4,5,6,7,8,9,10,11,12
6,1.4,1.6,0.4,0.6,1.4,1.8,1.6,1.4,1.7,3.6,0.4,1.3
7,1.1,2.2,0.2,1,1.1,1.8,2.7,1.8,3,3.1,0.3,0.7
8,1.5,0.8,0.2,1.1,1,1.8,1.3,1.6,1.5,3.3,1.1,1.2
9,2.1,1.2,0.2,0.6,3.3,1.8,2.5,1.1,1.4,2.9,0.9,2.4
10,1.6,2.6,0.2,1,4.5,2.3,2.6,2.6,1.7,2,0.6,0.9
11,1.2,2.1,0.3,1.2,3.5,1.6,2,3.3,1.8,2.6,0.2,2.3
12,1.2,0.8,0.8,1.1,2.2,1.4,1.7,3.2,1.7,3.2,1,1.2
13,1.5,1.1,0.2,1.2,1.9,1.4,1.7,0.7,1.8,2.6,2.1,2.2
14,1.9,1.7,0.2,1.1,2.3,0.7,2.1,0.7,1.8,3.3,2.1,2.3
15,1.3,1.2,0.9,1.3,2.6,2,2.4,1.4,2,2.6,0.8,1.5
16,1.3,0.5,1,1.3,1.9,2.3,2.1,1.3,2.6,2.9,0.6,2.1
17,1.1,0.4,0.3,1.2,2.2,1,1.3,2.1,1.1,0.8,1.1,3
18,1.9,0.7,0.7,1.3,2.3,1.3,3.4,2.3,0.9,2.2,1.4,2.4
19,1.6,0.9,0.2,0.9,2.1,2.3,1.8,1.4,1.3,2.5,1.2,2.8
20,2.4,1.8,0.6,0.8,1.7,5.9,1.6,1.6,1.1,2.7,1.4,2.3
21,3.1,1.6,0.7,1.2,2.1,4.2,1.1,1.7,1.5,1.9,1,1.8
22,2.2,0.4,0.2,0.4,4.2,1,1.7,1.2,1.7,1.3,2,2.4
23,2.5,0.2,0.2,1,3.2,0.7,3.7,1.8,2.6,1.4,2.2,1.9
24,1.6,1,0.5,0.8,3.2,1.4,3.4,0.9,3.1,1.3,1.8,1.9
25,0.9,0.4,0.6,0.9,1.8,1.7,2.1,1.6,2.7,1.2,1.4,1.9
26,0.9,0.9,0.8,2.2,1.7,3,1.8,1.2,2.8,1.6,1.8,0.8
27,1.8,0.9,1,1,1.4,3.5,1.7,1.9,2.5,1.2,2.1,0.4
28,1.2,0.7,1.3,0.5,1.7,1.8,2.2,1.1,2.8,0.7,2.2,1.7
29,0.9,-999,0.9,1.1,1.3,1.4,1.5,0.4,3,1,3.1,1.9
30,1.1,-999,0.9,1,1.8,1.3,1.6,1.2,3.3,1.3,1.6,2.2
31,2.7,-999,0.7,-999,0.9,-999,2.2,1.9,-999,2,-999,2
2015,1,2,3,4,5,6,7,8,9,10,11,12
1,2.7,0.5,1.4,1.4,2,3.1,4.9,1.2,2.1,1.3,0.8,0.9
2,1.5,0.4,1.1,1.3,2.8,1,4.8,0.4,1.8,1.5,2.3,1.2
3,1.5,0.6,1.3,1.5,2.6,2.3,4.6,0.7,0.3,1.6,1.6,1.8
4,1.2,0.2,1.6,1.8,2.3,1.6,1.9,0.2,0.6,1.9,1.8,0.7
5,2.6,1.1,0.3,1.6,1.9,2,1.2,0.8,1.1,2.2,2.2,0.5
6,1.1,2.6,0.3,1.7,2.2,1.3,2.2,0.6,1.6,2.3,1.5,2
7,1.1,0.9,0.4,0.8,1.7,0.7,2.3,1.5,1,1.7,1.1,1.8
8,0.3,1.7,0.2,0.9,2.6,1.2,3.5,2.3,0.6,1.5,0.7,1.2
9,0.6,0.7,0.2,0.5,2.7,1.9,3,2.5,0.5,0.9,0.7,1.2
10,0.2,1.2,0.2,0.4,1.4,2.5,4.4,2.5,1.1,0.5,0.4,1.2
11,0.2,0.7,0.2,1.7,1.7,1.4,1.5,1.7,1.6,1.4,1.2,1
12,1.3,1.7,1.1,2.1,1.3,1,2.3,2.1,1.4,2.3,2,0.7
13,1.9,1.5,0.3,2.8,1.6,2.2,2.7,1.9,1.9,1.6,0.8,1.3
14,1.3,0.2,0.5,3.2,1.7,1.8,2.9,1.9,2,2.1,0.6,1.2
15,1.2,0.3,0.7,2.3,2.6,1.4,2.3,2.5,0.8,2.3,1.2,1.5
16,1.8,1.1,1,1.7,1.3,1.8,1.8,3.3,0.6,2.1,1.9,1.4
17,2,0.8,1.6,1.9,1.1,2.5,1.6,3.7,0.9,1.8,2.5,1.7
18,2.2,1.2,2.4,1.7,2.1,2.6,1.4,2.9,0.3,2.5,1.5,1.3
19,2.2,1.5,2,1.2,2.3,2,1.8,2.6,1.3,2.4,1.4,1.7
20,1.3,2.3,1.3,2,2.1,1.1,1.4,2.2,1.1,2.2,1.1,1.8
21,2,1.9,1.3,2.9,1.5,1.2,1.4,3.5,0.8,1.7,0.6,1.6
22,1.4,1.5,1.6,1.4,1.7,2.1,1.9,2.9,0.7,2.4,1.4,1.9
23,1.4,1.8,0.8,0.8,1.9,2.7,1.9,2.7,1.2,1.9,0.8,0.9
24,2.1,1.9,0.3,0.9,1,1.3,1.1,2,1.5,2.4,0.6,1.6
25,1.9,2.3,0.3,1.7,1.4,1.3,2,3.1,1.7,2.1,0.9,1.5
26,1.9,2.3,0.3,1.8,2.3,2.5,1.1,2.4,0.5,2.4,1,0.3
27,1.6,2,0.5,1.8,2.6,3.7,1.2,1.8,1.1,2,1.4,0.5
